date,date_q,file_name,words,d_per_1000,h_per_1000,i_per_1000,d_net_per_1000,DLI_1,DLI_2,DLI_3
2014-04-30,2014-04-01,2014-04-30.htm,821,45.06699147381242,13.398294762484774,38.9768574908648,31.668696711327648,0.9514131679514201,0.8755272950138747,0.8755272950138747
2014-06-18,2014-04-01,2014-06-18.htm,808,45.79207920792079,12.376237623762377,39.603960396039604,33.415841584158414,1.060589422661241,0.9566096550296913,0.9566096550296913
2014-07-30,2014-07-01,2014-07-30.htm,861,41.81184668989547,13.937282229965156,36.00464576074332,27.874564459930312,0.6870677119917302,0.699447336254085,0
2014-09-17,2014-07-01,2014-09-17.htm,905,41.988950276243095,15.469613259668508,37.569060773480665,26.51933701657459,0.6602569936099483,0.6365532733894268,0
2014-10-29,2014-10-01,2014-10-29.htm,728,31.593406593406595,19.23076923076923,50.824175824175825,12.362637362637365,-0.03071212811344533,-0.0204378186638246,-0.0204378186638246
2014-12-17,2014-10-01,2014-12-17.htm,735,29.931972789115648,17.687074829931973,46.25850340136054,12.244897959183675,-0.03477023629835913,-0.025901926905410762,-0.025901926905410762
2015-01-28,2015-01-01,2015-01-28.htm,574,27.874564459930312,15.679442508710801,47.038327526132406,12.19512195121951,-0.03864374986150781,-0.028211956405918837,-0.028211956405918837
2015-03-18,2015-01-01,2015-03-18.htm,588,34.01360544217687,11.904761904761905,45.91836734693877,22.108843537414963,0.574573919584058,0.43186891911191416,0.43186891911191416
2015-04-29,2015-04-01,2015-04-29.htm,564,35.46099290780142,8.865248226950355,49.645390070921984,26.595744680851062,0.9353871642447643,0.640099237916567,0.640099237916567
2015-06-17,2015-04-01,2015-06-17.htm,549,34.60837887067395,16.39344262295082,51.001821493624774,18.214936247723134,0.37898543428091896,0.2511585512192639,0.2511585512192639
2015-07-29,2015-07-01,2015-07-29.htm,543,34.99079189686925,9.208103130755065,49.72375690607735,25.782688766114184,0.8819054656852108,0.6023665384610992,0.6023665384610992
2015-09-17,2015-07-01,2015-09-17.htm,591,32.14890016920474,16.920473773265652,47.377326565143825,15.228426395939085,0.1555195103086044,0.1125591306681823,0.1125591306681823
2015-10-28,2015-10-01,2015-10-28.htm,582,34.36426116838488,10.309278350515465,46.391752577319586,24.054982817869416,0.703416049267626,0.5221863096343514,0.5221863096343514
2015-12-16,2015-10-01,2015-12-16.htm,598,28.42809364548495,10.033444816053512,40.13377926421405,18.39464882943144,0.2925333220804782,0.25949874124931877,0.25949874124931877
2016-01-27,2016-01-01,2016-01-27.htm,567,26.455026455026456,10.582010582010582,42.32804232804233,15.873015873015873,0.17158892770482567,0.14247355668716857,0.14247355668716857
2016-03-16,2016-01-01,2016-03-16.htm,578,27.68166089965398,10.380622837370241,41.522491349480966,17.301038062283737,0.2454994303460176,0.20874591398355577,0.20874591398355577
2016-04-27,2016-04-01,2016-04-27.htm,583,25.728987993138936,8.576329331046312,41.1663807890223,17.152658662092627,0.2348766207578038,0.20185984967811915,0.20185984967811915
2016-06-15,2016-04-01,2016-06-15.htm,549,23.67941712204007,9.107468123861567,43.71584699453552,14.571948998178504,0.1028700160073749,0.08209300416933774,0.08209300416933774
2016-07-27,2016-07-01,2016-07-27.htm,572,24.475524475524477,12.237762237762238,41.95804195804196,12.237762237762238,-0.03125313212478728,-0.02623308498065843,-0.02623308498065843
2016-09-21,2016-07-01,2016-09-21.htm,610,22.950819672131146,11.475409836065573,39.34426229508197,11.475409836065573,-0.06774788556593918,-0.06161271082309929,-0.06161271082309929
2016-11-02,2016-10-01,2016-11-02.htm,604,21.52317880794702,14.900662251655628,38.079470198675494,6.622516556291391,-0.3026500142128603,-0.28682817300252056,-0
2016-12-14,2016-10-01,2016-12-14.htm,544,22.058823529411764,12.867647058823529,44.11764705882353,9.191176470588236,-0.21240890428323145,-0.16762053821047013,-0.16762053821047013
