date_q,n_statements,words_sum,dli1_q_mean,dli2_q_mean,dli3_q_mean,dli2_q_last,dli1_q_last,d_net_q_mean,d_q_mean,h_q_mean,i_q_mean,michigan_exp_infl,michigan_n_months,spf_exp_infl,surpr_statement,surpr_press,surpr_monetary,surpr_events,surpr_monetary_abs,surpr_monetary_z,surpr_monetary_abs_z,michigan_l1,michigan_l2,d_michigan,spf_l1,d_spf,dli2_l1,dli2_l2,dli2_l3,n_stmt_z,surpr_monetary_l1
2000-01-01,2,407,-0.4476922220618591,-0.5941691840303661,0,-0.5941691840303661,-0.44013348645809075,0,19.658986620296574,19.658986620296574,29.488479930444864,3.6,3,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.27141291677487306,NA
2000-04-01,2,376,-1.5404675182397307,-1.3372742535353896,-0.6903769027372567,-1.3807538054745134,-2.0760023417282616,-16.012264713397496,18.52482752746785,34.53709224086535,40.499105697981435,3.466666666666667,3,4,NA,NA,NA,NA,NA,NA,NA,3.6,NA,-0.1333333333333333,2.9,1.1,-0.5941691840303661,NA,NA,-0.27141291677487306,NA
2000-07-01,1,180,-1.7487748965112517,-1.3676440617837775,-1.3676440617837775,-1.3676440617837775,-1.7487748965112517,-16.666666666666668,16.666666666666668,33.333333333333336,44.44444444444444,3.6333333333333333,3,3.6,NA,NA,NA,NA,NA,NA,NA,3.466666666666667,3.6,0.16666666666666652,4,-0.3999999999999999,-1.3372742535353896,-0.5941691840303661,NA,-2.6236581954904388,NA
2000-10-01,3,550,-2.2871407469812555,-1.1926971294289195,-1.1926971294289195,-1.4328768827991256,-1.717675325544965,-12.896948619219144,22.212343677477136,35.10929229669628,64.39082428465898,3.7666666666666666,3,3.1,NA,NA,NA,NA,NA,NA,NA,3.6333333333333333,3.466666666666667,0.1333333333333333,3.6,-0.5,-1.3676440617837775,-1.3372742535353896,-0.5941691840303661,2.0808323619406925,NA
2001-01-01,3,741,-0.520021708413126,-1.3631558129766979,0,-2.703646123357852,-0.8067193304054201,-16.569954867827207,12.175429341773636,28.745384209600843,20.489224937967684,3.433333333333333,3,2.703,NA,NA,NA,NA,NA,NA,NA,3.7666666666666666,3.6333333333333333,-0.3333333333333335,3.1,-0.39700000000000024,-1.1926971294289195,-1.3676440617837775,-1.3372742535353896,2.0808323619406925,NA
2001-04-01,3,771,-0.41836704476287767,-1.3844370030428332,0,-0.5941691840303661,-0.3199142691637645,-17.028517274058757,5.514678944143439,22.543196218202198,17.502127704116674,3.8666666666666667,3,4.2,NA,NA,NA,NA,NA,NA,NA,3.433333333333333,3.7666666666666666,0.43333333333333357,2.703,1.4970000000000003,-1.3631558129766979,-1.1926971294289195,-1.3676440617837775,2.0808323619406925,NA
2001-07-01,2,519,-0.18727946829314765,-0.6690215915548898,0,-0.7438739990794137,-0.042981913229979456,-1.612903225806452,11.236301898441116,12.849205124247568,16.800432165457632,3.1,3,3.1,NA,NA,NA,NA,NA,NA,NA,3.8666666666666667,3.433333333333333,-0.7666666666666666,4.2,-1.1,-1.3844370030428332,-1.3631558129766979,-1.1926971294289195,-0.27141291677487306,NA
2001-10-01,3,820,-0.1457614479711435,-0.9880596469384513,0,-1.0792753791370355,-0.22381212944625006,-8.487465123024974,6.0775854865079015,14.565050609532877,12.150477591622245,1.5,3,0.7,NA,NA,NA,NA,NA,NA,NA,3.1,3.8666666666666667,-1.6,3.1,-2.4000000000000004,-0.6690215915548898,-1.3844370030428332,-1.3631558129766979,2.0808323619406925,NA
2002-01-01,2,412,-0.32103040014453726,-1.0030333917980276,0,-0.7673352014378464,-0.08520429104783553,-8.810116086235489,5.337893864013267,14.148009950248756,16.013681592039802,2.566666666666667,3,-0.4,NA,NA,NA,NA,NA,NA,NA,1.5,3.1,1.0666666666666669,0.7,-1.1,-0.9880596469384513,-0.6690215915548898,-1.3844370030428332,-0.27141291677487306,NA
2002-04-01,2,399,-0.3219411165408761,-1.294367904916849,0,-1.254005572635172,-0.27240856265608687,-15.087728143591812,5.029242714530604,20.116970858122414,15.087728143591812,3.066666666666667,3,1.3977,NA,NA,NA,NA,NA,NA,NA,2.566666666666667,1.5,0.5,-0.4,1.7976999999999999,-1.0030333917980276,-0.9880596469384513,-0.6690215915548898,-0.27141291677487306,NA
2002-07-01,2,408,-0.2932656959349492,-1.261245566298367,0,-1.4266085143479388,-0.2715739142511724,-14.374015270876257,4.944855169070415,19.31887043994667,14.834565507211249,2.8000000000000003,3,3.4,NA,NA,NA,NA,NA,NA,NA,3.066666666666667,2.566666666666667,-0.2666666666666666,1.3977,2.0023,-1.294367904916849,-1.0030333917980276,-0.9880596469384513,-0.27141291677487306,NA
2002-10-01,2,444,-0.3046627305339485,-0.5562751821053827,0,-0.34057086345547716,-0.09999988499239909,0.8165316248979337,9.295898498838012,8.479366873940078,21.606682997299163,2.7,3,1.9,NA,NA,NA,NA,NA,NA,NA,2.8000000000000003,3.066666666666667,-0.10000000000000009,3.4,-1.5,-1.261245566298367,-1.294367904916849,-1.0030333917980276,-0.27141291677487306,NA
2003-01-01,2,421,-0.2363019578941659,-0.5941691840303661,0,-0.5941691840303661,-0.181618403507454,0,14.517908869373304,14.517908869373304,19.357211825831072,3.2333333333333334,3,2.4,NA,NA,NA,NA,NA,NA,NA,2.7,2.8000000000000003,0.5333333333333332,1.9,0.5,-0.5562751821053827,-1.261245566298367,-1.294367904916849,-0.27141291677487306,NA
2003-04-01,2,537,-0.1653927364712542,-1.176150579175457,0,-0.7448461082680436,-0.04468175970535392,-12.540407191062213,3.2467532467532467,15.787160437815459,11.420348210741224,2.566666666666667,3,3.8969,NA,NA,NA,NA,NA,NA,NA,3.2333333333333334,2.7,-0.6666666666666665,2.4,1.4969000000000001,-0.5941691840303661,-0.5562751821053827,-1.261245566298367,-0.27141291677487306,NA
2003-07-01,2,446,-0.35055845341824604,-1.0094639723994154,0,-0.803216448288045,-0.2816668754039224,-8.948680823680824,4.484395109395109,13.433075933075934,17.937580437580436,2.833333333333333,3,0.6036,NA,NA,NA,NA,NA,NA,NA,2.566666666666667,3.2333333333333334,0.26666666666666616,3.8969,-3.2933,-1.176150579175457,-0.5941691840303661,-0.5562751821053827,-0.27141291677487306,NA
2003-10-01,2,436,-0.3700772084185652,-1.0201592638642416,0,-1.0299296785393304,-0.3887044599708119,-9.1791406134866,4.589570306743299,13.7687109202299,18.358281226973197,3,3,2.303,NA,NA,NA,NA,NA,NA,NA,2.833333333333333,2.566666666666667,0.16666666666666696,0.6036,1.6993999999999998,-1.0094639723994154,-1.176150579175457,-0.5941691840303661,-0.27141291677487306,NA
