model,term,estimate,std_error,t_value,p_value,n,r2,adj_r2
shock: households ~ DLI shock + controls,(Intercept),1.1319530267690843,0.3544117236601202,3.1938927275854563,0.0018828136934810897,103,0.7421026152829094,0.7342875430187552
shock: households ~ DLI shock + controls,dli2_shock_z,-0.048024757061472224,0.09205539571226533,-0.5216941026638102,0.6030485460227912,103,0.7421026152829094,0.7342875430187552
shock: households ~ DLI shock + controls,n_statements,-0.28458082524839795,0.13629094485004814,-2.088039125134126,0.03936107349986508,103,0.7421026152829094,0.7342875430187552
shock: households ~ DLI shock + controls,michigan_l1,0.8785544206377318,0.05759033996807615,15.25523935307098,9.633356512585269e-28,103,0.7421026152829094,0.7342875430187552
